data_przyjazdu	data_wyjazdu	energia	woda	typ
2014-09-17	2014-10-07	10,59	0,28	5
2014-09-17	2014-09-20	9,06	0,24	2
2014-09-17	2014-09-19	7,06	0,19	2
2014-09-17	2014-10-04	6,75	0,18	5
2014-09-17	2014-09-29	7,30	0,19	4
2014-09-17	2014-09-20	13,02	0,34	5
2014-09-17	2014-09-23	14,13	0,37	3
2014-09-17	2014-09-24	10,59	0,28	3
2014-09-17	2014-10-05	5,57	0,15	6
2014-09-18	2014-09-24	5,57	0,15	2
2014-09-19	2014-10-07	8,72	0,23	2
2014-09-20	2014-09-22	6,43	0,17	4
2014-09-22	2014-10-17	3,57	0,09	2
2014-09-23	2014-10-12	13,82	0,36	4
2014-09-23	2014-09-28	11,37	0,30	5
2014-09-23	2014-10-13	6,58	0,17	4
2014-09-23	2014-10-15	11,69	0,31	5
2014-09-23	2014-09-25	12,01	0,32	3
2014-09-23	2014-10-12	6,43	0,17	2
2014-09-24	2014-10-09	14,13	0,37	2
2014-09-26	2014-10-16	3,73	0,10	2
2014-09-28	2014-10-24	2,29	0,06	6
2014-09-28	2014-10-14	14,13	0,37	3
2014-09-28	2014-10-13	11,37	0,30	4
2014-09-28	2014-10-05	16,94	0,45	2
2014-09-28	2014-10-01	11,42	0,30	3
2014-09-28	2014-10-01	4,25	0,11	4
2014-09-28	2014-10-18	5,78	0,15	2
2014-09-28	2014-10-06	5,23	0,14	5
2014-09-28	2014-10-21	10,79	0,28	3
2014-09-28	2014-10-11	5,78	0,15	6
2014-09-29	2014-10-07	11,37	0,30	4
2014-09-29	2014-10-15	8,95	0,24	3
2014-09-29	2014-10-17	10,20	0,27	3
2014-09-29	2014-10-09	9,13	0,24	4
2014-09-29	2014-10-20	6,23	0,16	6
2014-09-29	2014-10-20	8,84	0,23	4
2014-09-29	2014-10-07	6,88	0,18	6
2014-09-29	2014-10-09	8,84	0,23	2
2014-09-29	2014-10-05	3,57	0,09	5
2014-09-29	2014-10-14	5,64	0,15	5
2014-09-29	2014-10-26	9,06	0,24	6
2014-09-29	2014-10-04	7,55	0,20	2
2014-09-29	2014-10-17	13,02	0,34	5
2014-09-29	2014-10-01	8,95	0,24	4
2014-09-29	2014-10-06	10,93	0,29	3
2014-09-29	2014-10-19	7,30	0,19	5
2014-09-29	2014-10-27	7,31	0,19	6
2014-09-29	2014-10-06	13,07	0,34	5
2014-09-29	2014-10-11	5,67	0,15	4
2014-09-30	2014-10-13	2,72	0,07	6
2014-10-01	2014-10-07	5,67	0,15	4
2014-10-01	2014-10-16	5,67	0,15	5
2014-10-02	2014-10-05	3,94	0,10	5
2014-10-02	2014-10-30	5,64	0,15	3
2014-10-03	2014-10-20	2,01	0,05	6
2014-10-03	2014-10-26	3,73	0,10	4
2014-10-03	2014-10-09	3,73	0,10	2
2014-10-05	2014-10-25	4,25	0,11	5
2014-10-05	2014-10-16	11,42	0,30	4
2014-10-05	2014-10-27	13,07	0,34	3
2014-10-06	2014-10-27	5,67	0,15	2
2014-10-06	2014-10-10	6,23	0,16	4
2014-10-06	2014-10-28	19,94	0,52	4
2014-10-06	2014-10-13	6,88	0,18	3
2014-10-06	2014-10-17	8,39	0,22	6
2014-10-10	2014-10-24	11,44	0,30	4
2014-10-10	2014-10-25	9,46	0,25	5
2014-10-10	2014-10-14	5,67	0,15	4
2014-10-10	2014-11-04	13,82	0,36	2
2014-10-10	2014-10-17	6,43	0,17	5
2014-10-10	2014-10-16	2,01	0,05	2
2014-10-10	2014-11-07	6,43	0,17	5
2014-10-10	2014-11-01	7,35	0,19	6
2014-10-10	2014-11-04	16,55	0,44	6
2014-10-10	2014-10-16	9,06	0,24	6
2014-10-10	2014-11-02	10,59	0,28	4
2014-10-10	2014-10-18	7,71	0,20	3
2014-10-10	2014-11-06	10,19	0,27	4
2014-10-10	2014-10-16	4,25	0,11	4
2014-10-10	2014-10-14	9,06	0,24	3
2014-10-11	2014-10-20	8,65	0,23	4
2014-10-11	2014-10-23	8,84	0,23	4
2014-10-11	2014-10-20	4,25	0,11	5
2014-10-11	2014-10-15	5,47	0,14	5
2014-10-11	2014-10-25	14,31	0,38	3
2014-10-11	2014-11-06	13,81	0,36	6
2014-10-11	2014-10-31	9,74	0,26	3
2014-10-11	2014-11-08	9,46	0,25	5
2014-10-11	2014-10-28	7,31	0,19	2
2014-10-11	2014-11-02	11,78	0,31	4
2014-10-11	2014-10-28	13,82	0,36	4
2014-10-13	2014-11-07	3,94	0,10	5
2014-10-13	2014-10-22	6,58	0,17	5
2014-10-13	2014-10-19	6,34	0,17	4
2014-10-13	2014-10-31	6,58	0,17	4
2014-10-13	2014-11-06	6,34	0,17	3
2014-10-14	2014-10-29	6,43	0,17	6
2014-10-15	2014-11-11	2,01	0,05	6
2014-10-15	2014-11-10	2,72	0,07	4
2014-10-16	2014-10-22	3,73	0,10	5
2014-10-17	2014-10-25	5,64	0,15	6
2014-10-17	2014-10-30	11,78	0,31	5
2014-10-17	2014-10-19	9,46	0,25	5
2014-10-17	2014-11-02	4,25	0,11	3
2014-10-17	2014-11-12	11,42	0,30	4
2014-10-17	2014-11-12	8,54	0,22	3
2014-10-18	2014-10-24	2,72	0,07	2
2014-10-22	2014-10-29	11,78	0,31	3
2014-10-22	2014-11-16	8,89	0,23	4
2014-10-22	2014-10-25	3,94	0,10	5
2014-10-22	2014-11-17	6,23	0,16	5
2014-10-22	2014-11-18	9,46	0,25	6
2014-10-22	2014-10-30	11,42	0,30	6
2014-10-22	2014-11-06	8,84	0,23	3
2014-10-22	2014-11-06	6,34	0,17	2
2014-10-22	2014-10-31	5,67	0,15	2
2014-10-22	2014-11-11	11,78	0,31	5
2014-10-22	2014-11-01	13,82	0,36	3
2014-10-22	2014-11-15	3,57	0,09	3
2014-10-22	2014-11-11	6,88	0,18	3
2014-10-22	2014-11-15	7,30	0,19	5
2014-10-22	2014-11-12	9,74	0,26	2
2014-10-22	2014-11-02	8,65	0,23	2
2014-10-22	2014-11-11	3,57	0,09	5
2014-10-22	2014-11-08	4,25	0,11	6
2014-10-22	2014-10-26	13,02	0,34	2
2014-10-23	2014-11-02	11,44	0,30	6
2014-10-23	2014-11-11	11,78	0,31	5
2014-10-23	2014-11-01	7,31	0,19	2
2014-10-23	2014-10-28	3,79	0,10	4
2014-10-23	2014-11-04	11,42	0,30	3
2014-10-23	2014-11-12	7,31	0,19	6
2014-10-23	2014-10-28	3,73	0,10	2
2014-10-23	2014-11-14	9,06	0,24	2
2014-10-23	2014-11-13	11,69	0,31	2
2014-10-23	2014-11-17	10,79	0,28	3
2014-10-23	2014-11-03	14,13	0,37	6
2014-10-23	2014-11-16	8,72	0,23	2
2014-10-24	2014-11-08	3,94	0,10	5
2014-10-24	2014-11-21	3,73	0,10	3
2014-10-25	2014-11-20	3,94	0,10	4
2014-10-25	2014-11-21	3,57	0,09	2
2014-10-25	2014-10-31	7,31	0,19	3
2014-10-26	2014-11-21	6,58	0,17	5
2014-10-27	2014-11-21	3,94	0,10	5
2014-10-28	2014-11-03	5,47	0,14	5
2014-10-29	2014-11-15	5,23	0,14	3
2014-10-29	2014-11-19	6,58	0,17	5
2014-10-29	2014-11-14	3,79	0,10	4
2014-10-29	2014-11-10	5,64	0,15	6
2014-10-29	2014-11-01	11,37	0,30	2
2014-10-29	2014-11-26	8,95	0,24	2
2014-10-29	2014-11-18	3,94	0,10	5
2014-11-03	2014-11-19	3,79	0,10	5
2014-11-03	2014-11-28	6,43	0,17	2
2014-11-03	2014-11-05	8,54	0,22	6
2014-11-03	2014-11-13	13,02	0,34	3
2014-11-03	2014-11-17	5,64	0,15	4
2014-11-03	2014-11-23	4,66	0,12	6
2014-11-03	2014-11-25	7,71	0,20	5
2014-11-03	2014-11-08	7,71	0,20	6
2014-11-03	2014-11-14	6,34	0,17	3
2014-11-03	2014-11-11	11,37	0,30	2
2014-11-03	2014-11-10	6,34	0,17	2
2014-11-03	2014-11-12	3,57	0,09	6
2014-11-03	2014-11-21	7,31	0,19	3
2014-11-03	2014-11-23	5,64	0,15	6
2014-11-03	2014-11-21	4,25	0,11	6
2014-11-03	2014-11-10	9,13	0,24	5
2014-11-03	2014-11-13	3,79	0,10	6
2014-11-03	2014-11-05	9,13	0,24	4
2014-11-04	2014-11-17	11,44	0,30	6
2014-11-04	2014-11-29	5,47	0,14	6
2014-11-04	2014-11-25	14,13	0,37	2
2014-11-04	2014-11-13	11,69	0,31	3
2014-11-04	2014-11-27	6,75	0,18	2
2014-11-04	2014-11-19	8,65	0,23	6
2014-11-04	2014-12-02	10,93	0,29	5
2014-11-04	2014-11-19	16,55	0,44	6
2014-11-04	2014-11-17	9,06	0,24	4
2014-11-04	2014-12-01	9,06	0,24	4
2014-11-04	2014-11-26	6,43	0,17	2
2014-11-04	2014-11-11	6,23	0,16	3
2014-11-04	2014-11-09	6,75	0,18	3
2014-11-04	2014-11-10	10,79	0,28	6
2014-11-06	2014-11-13	5,67	0,15	4
2014-11-06	2014-11-16	11,44	0,30	4
2014-11-07	2014-12-04	4,25	0,11	5
2014-11-07	2014-11-10	3,94	0,10	2
2014-11-07	2014-11-29	3,57	0,09	4
2014-11-07	2014-11-09	5,67	0,15	6
2014-11-07	2014-11-24	5,67	0,15	4
2014-11-10	2014-12-05	16,83	0,44	6
2014-11-13	2014-11-15	5,23	0,14	4
2014-11-14	2014-11-23	3,73	0,10	3
2014-11-15	2014-12-12	8,72	0,23	6
2014-11-15	2014-12-02	19,54	0,51	2
2014-11-15	2014-12-07	2,29	0,06	4
2014-11-15	2014-12-13	8,95	0,24	6
2014-11-15	2014-11-26	5,67	0,15	6
2014-11-15	2014-12-09	8,83	0,23	4
2014-11-15	2014-11-20	10,79	0,28	4
2014-11-15	2014-11-18	5,67	0,15	6
2014-11-15	2014-11-29	14,31	0,38	5
2014-11-15	2014-12-03	5,67	0,15	6
2014-11-15	2014-11-18	6,75	0,18	6
2014-11-15	2014-11-21	12,01	0,32	4
2014-11-15	2014-11-30	5,23	0,14	6
2014-11-15	2014-12-05	13,81	0,36	4
2014-11-15	2014-11-27	5,23	0,14	3
2014-11-16	2014-11-25	4,25	0,11	6
2014-11-16	2014-12-11	5,23	0,14	4
2014-11-16	2014-12-10	6,23	0,16	2
2014-11-16	2014-11-28	16,55	0,44	5
2014-11-16	2014-11-23	5,78	0,15	6
2014-11-16	2014-12-05	11,69	0,31	5
2014-11-16	2014-12-12	11,78	0,31	2
2014-11-16	2014-12-01	8,39	0,22	6
2014-11-16	2014-12-03	6,75	0,18	6
2014-11-17	2014-11-21	3,94	0,10	6
2014-11-17	2014-12-07	3,57	0,09	6
2014-11-17	2014-12-07	14,13	0,37	5
2014-11-17	2014-11-24	5,57	0,15	2
2014-11-17	2014-12-06	8,72	0,23	2
2014-11-18	2014-12-14	5,67	0,15	3
2014-11-18	2014-11-29	3,94	0,10	4
2014-11-18	2014-11-23	5,67	0,15	3
2014-11-19	2014-12-11	6,34	0,17	6
2014-11-19	2014-11-27	2,01	0,05	4
2014-11-19	2014-11-29	5,67	0,15	3
2014-11-19	2014-11-26	6,43	0,17	5
2014-11-20	2014-11-28	8,39	0,22	6
2014-11-20	2014-11-25	5,67	0,15	5
2014-11-20	2014-11-22	2,72	0,07	2
2014-11-21	2014-12-07	7,31	0,19	4
2014-11-21	2014-12-17	5,23	0,14	6
2014-11-22	2014-11-25	8,83	0,23	6
2014-11-22	2014-11-28	2,01	0,05	5
2014-11-22	2014-12-10	8,89	0,23	6
2014-11-22	2014-12-11	6,34	0,17	6
2014-11-22	2014-11-25	14,31	0,38	3
2014-11-22	2014-11-30	11,42	0,30	6
2014-11-22	2014-11-26	9,46	0,25	4
2014-11-23	2014-12-11	6,58	0,17	5
2014-11-24	2014-12-18	11,42	0,30	4
2014-11-24	2014-12-15	2,29	0,06	6
2014-11-25	2014-12-20	8,72	0,23	3
2014-11-25	2014-12-01	2,29	0,06	3
2014-11-25	2014-12-02	6,58	0,17	3
2014-11-27	2014-11-29	7,35	0,19	6
2014-11-27	2014-12-09	6,43	0,17	4
2014-11-27	2014-12-14	8,65	0,23	3
2014-11-27	2014-12-21	13,82	0,36	3
2014-11-27	2014-12-19	5,67	0,15	4
2014-11-27	2014-12-13	6,75	0,18	2
2014-11-27	2014-12-19	5,67	0,15	5
2014-11-27	2014-12-14	14,31	0,38	3
2014-11-27	2014-12-06	16,55	0,44	4
2014-11-27	2014-12-01	11,44	0,30	4
2014-11-27	2014-12-19	4,66	0,12	4
2014-11-27	2014-12-22	3,73	0,10	6
2014-11-27	2014-12-09	6,75	0,18	3
2014-11-27	2014-12-08	2,72	0,07	6
2014-11-27	2014-12-17	7,71	0,20	6
2014-11-27	2014-11-29	6,58	0,17	6
2014-11-27	2014-12-13	8,89	0,23	2
2014-11-27	2014-12-13	5,47	0,14	4
2014-11-28	2014-12-14	12,01	0,32	2
2014-11-28	2014-12-03	11,44	0,30	3
2014-11-28	2014-12-13	14,13	0,37	3
2014-11-28	2014-12-10	8,95	0,24	6
2014-11-28	2014-11-30	8,89	0,23	2
2014-11-28	2014-12-02	6,43	0,17	5
2014-11-28	2014-12-01	3,94	0,10	3
2014-11-28	2014-11-30	6,23	0,16	3
2014-11-28	2014-12-26	13,82	0,36	3
2014-11-28	2014-12-14	4,66	0,12	4
2014-11-28	2014-12-25	6,58	0,17	6
2014-11-28	2014-12-14	5,23	0,14	2
2014-11-28	2014-12-26	14,00	0,37	6
2014-11-28	2014-12-20	8,65	0,23	2
2014-11-28	2014-12-15	19,54	0,51	6
2014-11-28	2014-12-21	8,83	0,23	2
2014-11-28	2014-12-21	5,64	0,15	3
2014-11-28	2014-12-22	8,89	0,23	4
2014-11-28	2014-12-08	16,83	0,44	2
2014-11-28	2014-12-09	11,42	0,30	2
2014-11-29	2014-12-06	5,64	0,15	3
2014-12-01	2014-12-12	8,72	0,23	6
2014-12-01	2014-12-21	5,67	0,15	5
2014-12-01	2014-12-22	3,88	0,10	5
2014-12-01	2014-12-16	6,58	0,17	5
2014-12-01	2014-12-21	5,67	0,15	2
2014-12-01	2014-12-21	6,34	0,17	6
2014-12-01	2014-12-12	6,58	0,17	6
2014-12-02	2014-12-04	5,67	0,15	3
2014-12-02	2014-12-08	4,25	0,11	3
2014-12-02	2014-12-19	8,84	0,23	3
2014-12-02	2014-12-17	3,57	0,09	5
2014-12-02	2014-12-17	2,01	0,05	2
2014-12-02	2014-12-19	3,73	0,10	3
2014-12-03	2014-12-05	3,57	0,09	5
2014-12-04	2014-12-20	6,58	0,17	4
2014-12-04	2015-01-01	5,64	0,15	6
2014-12-04	2014-12-16	3,88	0,10	2
2014-12-04	2014-12-27	3,79	0,10	6
2014-12-04	2014-12-11	11,37	0,30	2
2014-12-04	2014-12-21	16,55	0,44	6
2014-12-04	2014-12-28	6,88	0,18	4
2014-12-09	2014-12-28	5,64	0,15	4
2014-12-09	2014-12-31	3,57	0,09	4
2014-12-09	2015-01-03	9,46	0,25	6
2014-12-09	2014-12-19	4,25	0,11	5
2014-12-09	2014-12-15	5,67	0,15	5
2014-12-09	2014-12-26	6,34	0,17	2
2014-12-09	2014-12-18	14,13	0,37	6
2014-12-09	2015-01-03	8,83	0,23	5
2014-12-09	2014-12-30	7,31	0,19	2
2014-12-09	2014-12-24	9,74	0,26	6
2014-12-09	2015-01-02	11,42	0,30	4
2014-12-09	2014-12-22	11,44	0,30	4
2014-12-09	2014-12-15	7,35	0,19	3
2014-12-09	2014-12-20	7,30	0,19	2
2014-12-09	2014-12-16	8,65	0,23	4
2014-12-09	2014-12-18	8,39	0,22	2
2014-12-09	2014-12-20	11,42	0,30	3
2014-12-09	2014-12-21	9,74	0,26	2
2014-12-09	2014-12-29	13,07	0,34	2
2014-12-09	2015-01-02	6,75	0,18	4
2014-12-09	2015-01-06	6,75	0,18	2
2014-12-10	2014-12-17	9,06	0,24	4
2014-12-10	2014-12-31	4,25	0,11	5
2014-12-10	2014-12-20	7,06	0,19	2
2014-12-10	2014-12-19	14,31	0,38	4
2014-12-10	2015-01-07	5,64	0,15	5
2014-12-10	2014-12-23	5,67	0,15	3
2014-12-10	2014-12-17	11,69	0,31	2
2014-12-10	2014-12-29	13,02	0,34	3
2014-12-10	2014-12-13	4,25	0,11	3
2014-12-10	2014-12-22	12,23	0,32	3
2014-12-10	2015-01-05	14,13	0,37	5
2014-12-10	2015-01-04	6,23	0,16	3
2014-12-10	2015-01-02	8,54	0,22	2
2014-12-10	2014-12-28	7,55	0,20	2
2014-12-10	2014-12-16	14,00	0,37	4
2014-12-10	2014-12-13	13,02	0,34	2
2014-12-10	2015-01-05	8,39	0,22	6
2014-12-10	2014-12-17	5,23	0,14	4
2014-12-10	2014-12-15	2,01	0,05	2
2014-12-10	2015-01-04	7,06	0,19	5
2014-12-10	2014-12-31	19,54	0,51	3
2014-12-10	2014-12-20	5,23	0,14	4
2014-12-11	2014-12-29	9,06	0,24	4
2014-12-11	2014-12-15	3,73	0,10	6
2014-12-12	2015-01-08	5,67	0,15	2
2014-12-12	2014-12-16	5,67	0,15	4
2014-12-12	2014-12-22	3,57	0,09	2
2014-12-12	2014-12-22	3,57	0,09	3
2014-12-12	2015-01-09	2,29	0,06	2
2014-12-12	2014-12-30	7,35	0,19	5
2014-12-12	2015-01-07	3,94	0,10	4
2014-12-12	2014-12-22	3,94	0,10	2
2014-12-12	2015-01-02	13,07	0,34	3
2014-12-13	2014-12-17	6,43	0,17	5
2014-12-13	2015-01-01	6,43	0,17	3
2014-12-14	2015-01-08	2,72	0,07	4
2014-12-14	2015-01-03	6,43	0,17	6
2014-12-15	2015-01-10	2,01	0,05	3
2014-12-15	2015-01-01	2,72	0,07	2
2014-12-15	2014-12-23	2,01	0,05	5
2014-12-16	2014-12-18	11,42	0,30	5
2014-12-16	2014-12-30	10,93	0,29	3
2014-12-16	2014-12-24	9,06	0,24	2
2014-12-16	2014-12-25	5,67	0,15	3
2014-12-16	2015-01-11	3,57	0,09	4
2014-12-16	2015-01-07	3,79	0,10	5
2014-12-17	2014-12-23	4,66	0,12	3
2014-12-17	2014-12-31	6,43	0,17	6
2014-12-17	2014-12-25	6,58	0,17	4
2014-12-18	2014-12-25	4,66	0,12	6
2014-12-18	2014-12-30	4,66	0,12	5
2014-12-18	2014-12-26	3,73	0,10	5
2014-12-18	2014-12-22	4,25	0,11	4
2014-12-18	2015-01-10	6,34	0,17	5
2014-12-19	2015-01-12	2,01	0,05	6
2014-12-19	2015-01-03	6,34	0,17	6
2014-12-20	2015-01-10	3,94	0,10	4
2014-12-20	2015-01-17	8,72	0,23	4
2014-12-21	2015-01-08	5,67	0,15	6
2014-12-21	2015-01-17	6,58	0,17	5
2014-12-21	2015-01-18	8,72	0,23	6
2014-12-21	2014-12-27	6,43	0,17	2
2014-12-21	2014-12-28	3,73	0,10	2
2014-12-21	2015-01-11	7,71	0,20	6
2014-12-21	2015-01-03	7,31	0,19	5
2014-12-21	2015-01-12	4,25	0,11	4
2014-12-22	2015-01-14	6,43	0,17	2
2014-12-22	2015-01-13	4,66	0,12	5
2014-12-22	2015-01-02	6,23	0,16	5
2014-12-22	2015-01-14	3,73	0,10	3
2014-12-22	2015-01-02	3,79	0,10	2
2014-12-22	2014-12-27	2,01	0,05	6
2014-12-22	2014-12-30	6,43	0,17	3
2014-12-22	2015-01-18	2,72	0,07	3
2014-12-22	2015-01-01	9,06	0,24	3
2014-12-22	2015-01-03	5,67	0,15	3
2014-12-22	2015-01-05	4,25	0,11	6
2014-12-22	2015-01-05	3,57	0,09	2
2014-12-22	2015-01-04	8,39	0,22	5
2014-12-22	2015-01-17	2,29	0,06	5
2014-12-28	2015-01-06	3,79	0,10	4
2014-12-28	2015-01-02	7,55	0,20	3
2014-12-29	2015-01-24	7,71	0,20	6
2014-12-29	2014-12-31	6,34	0,17	4
2014-12-29	2015-01-08	6,58	0,17	2
2014-12-29	2015-01-24	6,34	0,17	6
2014-12-29	2015-01-15	5,67	0,15	4
2014-12-29	2015-01-05	4,25	0,11	4
