id_glosu	id_ucznia	id_kandydata
1870	1670	22
1871	1737	42
1872	1711	23
1873	1731	22
1874	1736	58
1875	1635	14
1876	1670	2
1877	1672	43
1878	1658	60
1879	1649	11
1880	1756	46
1881	1700	77
1882	1649	66
1883	1617	61
1884	1662	31
1885	1721	23
1886	1602	40
1887	1684	71
1888	1679	54
1889	1721	6
1890	1720	5
1891	1625	63
1892	1668	56
1893	1691	35
1894	1681	67
1895	1626	41
1896	1734	76
1897	1750	50
1898	1603	40
1899	1668	44
1900	1664	25
1901	1715	30
1902	1639	29
1903	1699	68
1904	1725	20
1905	1669	42
1906	1703	36
1907	1728	49
1908	1635	9
1909	1661	34
1910	1615	77
1911	1756	18
1912	1681	54
1913	1602	75
1914	1621	33
1915	1756	50
1916	1743	11
1917	1738	77
1918	1713	41
1919	1618	54
1920	1690	58
1921	1699	41
1922	1625	20
1923	1613	55
1924	1647	64
1925	1672	39
1926	1688	66
1927	1698	73
1928	1648	27
1929	1653	56
1930	1697	5
1931	1642	53
1932	1755	73
1933	1732	71
1934	1713	71
1935	1750	66
1936	1718	8
1937	1665	10
1938	1633	28
1939	1752	43
1940	1636	68
1941	1683	16
1942	1632	7
1943	1710	33
1944	1650	57
1945	1624	52
1946	1666	66
1947	1607	24
1948	1617	49
1949	1677	30
1950	1694	14
1951	1687	25
1952	1672	3
1953	1699	19
1954	1739	28
1955	1610	73
1956	1635	39
1957	1731	11
1958	1665	4
1959	1751	78
1960	1753	36
1961	1687	8
1962	1608	72
1963	1661	42
1964	1715	48
1965	1716	27
1966	1725	37
1967	1627	67
1968	1705	20
1969	1668	19
1970	1723	33
1971	1739	69
1972	1703	34
1973	1755	29
1974	1608	67
1975	1640	6
1976	1613	72
1977	1640	70
1978	1680	47
1979	1670	23
1980	1665	60
1981	1747	22
1982	1757	42
1983	1734	33
1984	1707	46
1985	1740	71
1986	1689	46
1987	1664	21
1988	1712	35
1989	1729	55
1990	1634	54
1991	1660	63
1992	1634	12
1993	1728	46
1994	1704	52
1995	1642	34
1996	1640	18
1997	1647	18
1998	1746	11
1999	1704	25
2000	1692	10
2001	1736	73
2002	1662	34
2003	1626	20
2004	1646	78
2005	1705	29
2006	1666	58
2007	1708	37
2008	1601	19
2009	1716	67
2010	1648	3
2011	1606	55
2012	1679	66
2013	1626	52
2014	1756	13
2015	1723	30
2016	1748	8
2017	1732	71
2018	1703	68
2019	1706	50
2020	1738	76
2021	1674	1
2022	1756	6
2023	1644	63
2024	1734	24
2025	1668	45
2026	1731	46
2027	1707	32
2028	1626	38
2029	1627	59
2030	1703	75
2031	1615	59
2032	1725	29
2033	1653	68
2034	1609	62
2035	1714	19
2036	1669	78
2037	1747	44
2038	1739	13
2039	1646	55
2040	1717	51
2041	1730	21
2042	1696	42
2043	1629	53
2044	1724	10
2045	1674	65
2046	1678	47
2047	1653	22
2048	1616	69
2049	1652	16
2050	1723	32
2051	1757	54
2052	1738	16
2053	1705	8
2054	1746	54
2055	1652	75
2056	1749	71
2057	1656	54
2058	1616	26
2059	1651	6
2060	1736	65
2061	1756	70
2062	1632	47
2063	1728	17
2064	1601	46
2065	1734	39
2066	1660	35
2067	1639	52
2068	1633	34
2069	1601	1
2070	1677	10
2071	1628	4
2072	1747	34
2073	1635	23
2074	1647	1
2075	1729	8
2076	1675	57
2077	1742	47
2078	1748	34
2079	1697	14
2080	1692	31
2081	1664	52
2082	1724	21
2083	1696	43
2084	1620	13
2085	1620	5
2086	1726	61
2087	1707	39
2088	1645	46
2089	1736	73
2090	1625	58
2091	1721	38
2092	1613	68
2093	1664	46
2094	1619	4
2095	1670	14
2096	1735	48
2097	1624	24
2098	1659	17
2099	1715	41
2100	1601	70
2101	1713	13
2102	3148	6
2103	3371	64
2104	3619	12
2105	3029	24
2106	2301	22
2107	3669	72
2108	2513	42
2109	3296	55
2110	2903	29
2111	2691	64
2112	3101	46
2113	3213	69
2114	2009	61
2115	2679	44
2116	2512	9
2117	3613	10
2118	3641	49
2119	2582	15
2120	2544	78
2121	2679	11
2122	3173	19
2123	2331	3
2124	2945	24
2125	3387	45
2126	3562	11
2127	2486	11
2128	1878	35
2129	2565	4
2130	2661	1
2131	3498	65
2132	2027	5
2133	2053	22
2134	1907	69
2135	1768	5
2136	2197	28
2137	2308	18
2138	3006	39
2139	3388	65
2140	2435	68
2141	3413	9
2142	2098	13
2143	2178	77
2144	2526	3
2145	3665	11
2146	1796	49
2147	1766	2
2148	3630	66
2149	2352	3
2150	2594	2
2151	3466	47
2152	2033	46
2153	3345	45
2154	2652	7
2155	3207	26
2156	1995	69
2157	2145	78
2158	3369	17
2159	2340	28
2160	3495	14
2161	3385	13
2162	3374	56
2163	3453	71
2164	2284	57
2165	2364	30
2166	3364	62
2167	2596	25
2168	3223	44
2169	1849	44
2170	3146	10
2171	2916	76
2172	1998	10
2173	1775	22
2174	2649	62
2175	3594	56
2176	1798	40
2177	2001	47
2178	3202	65
2179	3255	8
2180	2150	2
2181	2361	66
2182	2866	3
2183	2870	42
2184	1762	24
2185	3142	44
2186	2334	53
2187	2753	22
2188	3456	6
2189	1837	8
2190	2136	6
2191	3127	66
2192	3618	74
2193	2784	7
2194	2046	12
2195	2643	77
2196	1886	48
2197	3599	18
2198	3290	23
2199	1944	76
2200	2186	40
2201	2383	58
2202	3514	65
2203	3284	22
2204	2036	76
2205	3291	15
2206	2620	26
2207	3024	1
2208	3688	65
2209	2474	12
2210	3196	9
2211	3685	68
2212	3170	3
2213	3660	24
2214	3025	19
2215	3642	25
2216	1902	65
2217	2255	37
2218	2002	35
2219	2916	37
2220	3172	38
2221	2946	43
2222	3350	15
2223	1810	8
2224	2770	47
2225	2160	52
2226	1786	16
2227	3452	14
2228	3590	55
2229	2066	65
2230	2751	75
2231	2276	73
2232	1882	54
2233	3048	48
2234	3672	70
2235	2690	25
2236	2718	35
2237	3094	27
2238	3201	73
2239	3107	63
2240	2388	19
2241	3112	71
2242	3465	7
2243	3054	74
2244	2866	36
2245	3409	52
2246	3441	27
2247	3424	27
2248	1786	14
2249	3331	41
2250	3186	69
2251	3290	32
2252	2320	32
2253	2558	62
2254	2340	53
2255	3218	66
2256	2072	11
2257	1940	53
2258	1770	25
2259	1905	66
2260	3158	51
2261	3031	39
2262	1958	59
2263	2582	40
2264	1834	7
2265	3556	57
2266	3346	52
2267	2695	5
2268	3076	7
2269	3051	52
2270	2047	21
2271	2502	31
2272	3512	12
2273	1765	48
2274	2831	52
2275	2444	45
2276	2934	71
2277	2496	18
2278	2320	16
2279	2536	8
2280	3105	25
2281	3247	3
2282	2559	29
2283	2776	40
2284	1934	22
2285	3289	48
2286	3602	73
2287	2196	36
2288	3664	36
2289	2376	62
2290	3604	19
2291	2172	6
2292	2496	15
2293	2651	20
2294	2987	47
2295	2173	33
2296	2051	29
2297	2974	38
2298	3636	38
2299	2182	66
2300	1767	68
2301	1879	23
2302	3672	66
2303	2552	6
2304	3210	37
2305	3118	53
2306	2601	59
2307	2985	46
2308	2219	75
2309	3151	17
2310	2565	57
2311	3564	69
2312	2232	11
2313	2483	41
2314	3446	58
2315	1905	33
2316	2206	55
2317	3492	65
2318	3323	20
2319	2836	76
2320	1796	31
2321	2292	53
2322	3658	15
2323	2129	23
2324	2034	65
2325	2524	25
2326	2376	47
2327	2386	6
2328	1922	37
2329	2443	9
2330	2556	57
2331	2371	56
2332	1779	67
2333	2559	6
2334	2908	44
2335	2687	61
2336	2576	17
2337	2790	58
2338	2115	61
2339	2279	5
2340	1785	60
2341	2649	2
2342	2373	41
2343	3662	14
2344	1934	65
2345	2547	48
2346	2354	62
2347	2872	18
2348	2967	45
2349	1895	9
2350	2603	22
2351	3022	36
2352	2359	11
2353	3240	11
2354	3499	47
2355	2351	50
2356	2830	54
2357	1840	20
2358	2019	43
2359	2412	65
2360	3095	36
2361	2456	31
2362	3459	32
2363	1788	43
2364	2167	26
2365	2681	70
2366	2364	35
2367	2688	33
2368	3662	7
2369	3211	75
2370	3210	70
2371	3531	56
2372	2248	30
2373	2008	37
2374	2870	35
2375	2291	53
2376	2635	77
2377	2576	39
2378	3152	41
2379	2391	74
2380	2033	26
2381	2692	24
2382	2965	19
2383	2764	47
2384	1770	75
2385	1917	61
2386	3401	5
2387	2576	29
2388	3179	47
2389	3510	44
2390	3178	45
2391	2657	60
2392	1828	31
2393	3568	58
2394	3075	51
2395	3560	11
2396	3411	48
2397	3638	21
2398	2934	66
2399	3276	26
2400	1868	75
2401	2493	56
2402	2554	16
2403	3188	54
2404	2610	41
2405	3397	71
2406	2137	33
2407	3542	75
2408	3233	16
2409	2148	18
2410	2986	46
2411	3640	18
2412	3275	2
2413	3651	17
2414	2695	21
2415	2556	36
2416	2481	15
2417	2676	57
2418	2973	75
2419	2221	9
2420	3393	11
2421	2872	42
2422	3079	57
2423	3645	24
2424	2067	71
2425	2282	18
2426	3386	46
2427	3427	45
2428	2071	72
2429	2180	47
2430	2938	14
2431	2677	49
2432	2352	63
2433	2295	75
2434	2428	17
2435	2931	3
2436	3171	78
2437	3003	23
2438	3220	35
2439	2931	36
2440	2969	27
2441	2455	33
2442	2396	71
2443	3399	19
2444	2372	29
2445	2984	67
2446	3698	29
2447	3112	13
2448	3528	59
2449	2861	17
2450	3699	44
2451	3408	36
2452	3064	1
2453	3310	11
2454	1885	66
2455	3599	68
2456	2235	32
2457	1903	73
2458	3457	41
2459	3099	23
2460	2698	31
2461	3403	5
2462	2104	75
2463	2675	16
2464	3391	58
2465	2901	20
2466	2509	31
2467	2096	62
2468	2368	73
2469	2746	14
2470	3417	70
2471	2278	17
2472	2462	65
2473	2826	45
2474	1885	14
2475	3369	78
2476	1912	38
2477	2809	48
2478	1853	5
2479	3678	26
2480	2222	31
2481	2023	32
2482	3477	77
2483	2270	19
2484	3444	26
2485	2691	1
2486	2542	72
2487	2775	56
2488	3694	1
2489	3175	52
2490	2769	78
2491	2027	7
2492	2909	28
2493	2162	24
2494	2774	26
2495	2855	67
2496	3363	78
2497	3466	19
2498	2321	45
2499	3442	20
2500	2847	45
2501	3220	77
2502	3065	18
2503	2930	60
2504	2919	29
2505	3431	24
2506	3505	42
2507	3133	1
2508	3363	24
2509	2967	8
2510	2459	5
2511	3444	38
2512	3449	9
2513	2205	24
2514	3665	47
2515	3154	33
2516	3238	8
2517	2533	7
2518	2434	33
2519	1856	36
2520	2708	62
2521	2219	33
2522	2659	56
2523	3446	20
2524	1770	77
2525	3238	59
2526	2990	24
2527	3440	19
2528	2170	7
2529	2673	75
2530	2253	9
2531	3081	57
2532	2412	38
2533	3127	2
2534	2370	53
2535	3525	72
2536	2785	19
2537	2677	69
2538	2499	75
2539	3166	45
2540	3502	68
2541	2392	44
2542	2227	54
2543	2924	26
2544	2517	78
2545	1821	12
2546	2296	21
2547	2269	51
2548	2418	29
2549	1942	56
2550	2921	15
2551	2661	8
2552	3265	55
2553	3455	11
2554	3239	76
2555	2969	77
2556	2563	25
2557	3308	71
2558	3269	57
2559	1883	71
2560	2097	70
2561	2569	51
2562	3616	74
2563	2410	20
2564	2528	32
2565	2237	59
2566	2401	16
2567	2745	30
2568	3539	74
2569	2467	66
2570	1856	57
2571	3265	23
2572	1802	45
2573	3178	75
2574	2929	52
2575	3130	53
2576	3384	4
2577	3183	54
2578	3670	54
2579	2202	43
2580	2105	19
2581	3490	22
2582	2248	8
2583	3622	60
2584	3543	48
2585	2689	10
2586	1888	18
2587	3361	9
2588	2631	69
2589	2722	48
2590	3500	8
2591	1773	29
2592	2098	78
2593	3537	45
2594	3001	3
2595	2306	37
2596	1855	77
2597	2211	39
2598	1842	48
2599	2845	4
2600	3627	42
2601	2118	45
2602	3525	32
2603	3569	73
2604	3333	44
2605	2508	74
2606	2510	36
2607	2717	36
2608	2458	15
2609	1929	36
2610	1889	5
2611	3636	48
2612	2663	63
2613	2007	13
2614	3290	8
2615	3071	77
2616	3234	26
2617	3309	37
2618	2734	35
2619	2435	34
2620	2467	5
2621	2638	20
2622	3018	42
2623	2931	47
2624	3431	69
2625	2975	26
2626	2142	1
2627	2551	32
2628	1959	10
2629	2441	1
2630	2015	70
2631	2779	64
2632	2415	25
2633	2722	39
2634	1823	2
2635	2941	42
2636	2500	76
2637	2959	35
2638	2426	53
2639	3309	20
2640	2403	23
2641	2846	18
2642	2181	38
2643	2526	56
2644	1891	61
2645	2808	50
2646	2411	56
2647	2827	46
2648	1813	6
2649	3084	53
2650	3554	20
2651	3079	59
2652	3125	31
2653	3087	7
2654	2933	67
2655	1914	32
2656	2985	18
2657	1828	31
2658	3302	69
2659	3511	39
2660	1941	25
2661	3185	33
2662	3611	52
2663	2683	16
2664	2366	45
2665	1945	16
2666	3424	36
2667	3329	39
2668	1827	67
2669	3187	6
2670	3046	35
2671	2412	46
2672	2094	46
2673	2039	15
2674	2070	77
2675	3357	57
2676	2139	8
2677	3060	34
2678	3385	76
2679	3477	60
2680	2717	38
2681	2221	15
2682	2790	62
2683	3690	44
2684	3217	63
2685	3302	52
2686	3343	44
2687	3386	30
2688	3634	52
2689	3023	31
2690	2247	20
2691	2344	73
2692	2569	28
2693	2651	57
2694	3521	27
2695	2585	28
2696	2186	61
2697	3596	24
2698	2189	27
2699	2469	19
2700	3110	66
2701	2053	9
2702	1855	67
2703	2152	75
2704	2052	17
2705	3117	8
2706	1818	39
2707	3089	23
2708	2156	34
2709	2607	37
2710	2266	72
2711	2093	21
2712	2265	45
2713	3001	65
2714	2451	12
2715	3110	24
2716	2007	48
2717	2198	15
2718	2033	15
2719	1861	72
2720	3173	62
2721	2731	21
2722	3006	64
2723	3340	20
2724	2602	33
2725	3416	78
2726	3121	31
2727	2921	23
2728	3174	38
2729	2276	17
2730	2647	78
2731	2049	44
2732	3309	9
2733	1973	17
2734	3575	13
2735	3657	11
2736	3611	13
2737	2866	68
2738	3255	15
2739	3584	77
2740	1942	28
2741	2988	73
2742	3435	58
2743	3002	19
2744	3187	10
2745	2560	15
2746	2896	4
2747	3697	22
2748	2459	36
2749	3154	27
2750	3074	62
2751	2882	69
2752	3090	37
2753	3483	73
2754	2727	41
2755	2689	21
2756	2005	21
2757	3558	5
2758	3301	49
2759	2575	32
2760	2836	34
2761	2660	32
2762	3125	13
2763	2773	7
2764	2059	49
2765	3166	66
2766	2476	54
2767	3128	47
2768	3536	20
2769	1867	47
2770	1915	56
2771	3503	42
2772	3296	48
2773	2785	51
2774	2748	5
2775	1784	4
2776	2552	58
2777	2660	78
2778	2887	45
2779	2219	21
2780	2977	8
2781	2684	74
2782	3688	17
2783	3583	16
2784	2746	31
2785	2030	11
2786	1843	37
2787	2575	14
2788	1913	13
2789	3319	19
2790	2915	33
2791	3262	47
2792	2520	68
2793	3434	37
2794	3059	70
2795	2840	24
2796	2440	4
2797	2860	70
2798	2761	22
2799	3601	65
2800	3458	5
2801	2164	43
2802	2570	13
2803	3377	4
2804	2878	20
2805	1788	25
2806	3011	49
2807	1940	66
2808	3639	1
2809	2310	34
2810	3665	57
2811	2157	55
2812	1886	58
2813	2890	53
2814	2066	69
2815	2191	56
2816	3313	14
2817	3400	62
2818	2643	28
2819	2425	78
2820	1767	4
2821	3659	16
2822	1951	60
2823	2882	42
2824	2976	7
2825	3656	73
2826	3224	27
2827	1783	54
2828	2425	28
2829	3012	17
2830	1842	5
2831	2544	65
2832	2767	24
2833	1973	27
2834	3521	76
2835	3612	23
2836	1926	60
2837	3378	76
2838	3089	72
2839	2025	51
2840	1963	19
2841	2570	2
2842	2008	36
2843	3260	55
2844	3240	75
2845	1898	24
2846	3071	19
2847	2271	16
2848	3043	64
2849	2413	13
2850	3666	8
2851	2940	20
2852	2999	38
2853	2702	72
2854	1936	58
2855	3234	8
2856	1972	30
2857	2889	11
2858	2864	62
2859	2652	54
2860	2785	61
2861	2045	6
2862	2406	19
2863	1996	44
2864	3458	18
2865	2285	16
2866	2333	8
2867	1965	27
2868	2437	26
2869	2955	31
2870	2229	28
2871	2493	63
2872	3470	76
2873	3089	41
2874	2824	6
2875	2410	7
2876	2059	57
2877	3361	23
2878	1965	45
2879	1795	69
2880	1776	64
2881	2364	32
2882	2235	44
2883	2168	24
2884	2776	66
2885	1901	6
2886	3504	39
2887	3682	77
2888	2379	64
2889	3102	12
2890	3351	4
2891	3226	55
2892	2883	74
2893	3432	31
2894	2210	71
2895	2476	67
2896	3282	4
2897	2047	71
2898	2513	13
2899	1920	44
2900	2399	31
2901	2900	18
2902	2805	16
2903	2351	78
2904	2457	57
2905	3532	26
2906	1788	32
2907	3420	20
2908	3006	34
2909	3443	67
2910	3371	65
2911	2571	29
2912	3066	59
2913	2978	70
2914	3530	67
2915	2346	13
2916	3307	22
2917	3097	4
2918	2697	76
2919	2857	36
2920	1787	47
2921	2059	47
2922	2351	38
2923	2922	29
2924	2471	60
2925	3444	55
2926	3658	72
2927	3254	25
2928	3110	76
2929	2887	63
2930	3124	57
2931	2759	41
2932	2150	56
2933	3605	1
2934	2215	16
2935	2444	11
2936	2463	74
2937	2004	33
2938	3195	43
2939	2875	9
2940	3089	29
2941	2477	44
2942	3127	24
2943	2365	77
2944	2468	12
2945	3020	22
2946	2863	41
2947	2321	34
2948	1779	32
2949	2522	74
2950	3092	8
2951	3343	47
2952	1941	24
2953	1772	57
2954	3652	12
2955	2965	62
2956	1887	53
2957	3343	76
2958	3030	57
2959	3310	20
2960	2922	46
2961	2693	73
2962	2641	45
2963	2566	64
2964	2521	74
2965	2953	33
2966	2921	24
2967	2505	68
2968	3016	60
2969	3221	21
2970	3471	40
2971	2267	23
2972	3087	21
2973	3240	41
2974	2189	66
2975	2886	67
2976	3116	48
2977	2029	19
2978	2547	8
2979	1939	17
2980	3686	35
2981	2410	42
2982	1939	52
2983	2884	38
2984	3688	58
2985	2405	58
2986	3089	4
2987	3455	8
2988	3102	41
2989	3480	11
2990	3575	27
2991	3343	68
2992	3698	25
2993	3529	7
2994	2947	51
2995	2861	6
2996	2952	3
2997	3685	73
2998	1939	27
2999	2604	21
3000	3681	48
3001	3189	68
3002	3120	39
3003	2294	23
3004	2562	52
3005	1906	56
3006	2889	50
3007	2831	34
3008	3142	9
3009	1853	33
3010	2740	47
3011	3699	61
3012	2064	33
3013	2843	43
3014	1925	7
3015	2088	9
3016	1946	62
3017	2520	64
3018	1953	5
3019	3239	25
3020	2664	51
3021	3072	75
3022	3685	36
3023	2814	15
3024	2557	46
3025	2517	51
3026	2035	76
3027	3124	13
3028	2278	44
3029	3173	3
3030	2286	78
3031	2027	71
3032	2038	55
3033	2005	14
3034	1816	22
3035	2843	60
3036	2579	1
3037	2947	54
3038	3035	26
3039	2491	15
3040	3571	38
3041	1814	67
3042	2575	4
3043	3628	70
3044	3334	46
3045	3090	47
3046	1788	61
3047	1964	25
3048	3410	60
3049	2090	47
3050	3056	3
3051	3569	43
3052	3641	15
3053	3689	58
3054	3333	25
3055	3429	20
3056	3257	71
3057	3618	21
3058	2783	63
3059	3428	25
3060	1844	6
3061	2574	57
3062	2045	25
3063	2092	9
3064	2511	55
3065	2881	28
3066	3087	22
3067	2009	22
3068	3205	24
3069	3594	61
3070	2793	28
3071	2938	35
3072	2549	48
3073	2346	54
3074	2579	75
3075	3677	12
3076	2376	77
3077	2876	69
3078	2277	7
3079	2949	72
3080	2703	1
3081	1890	72
3082	2538	52
3083	2301	38
3084	1825	54
3085	2837	31
3086	3447	77
3087	1881	46
3088	1888	17
3089	2839	77
3090	2571	35
3091	3500	20
3092	2897	49
3093	3559	45
3094	2630	23
3095	2841	14
3096	2791	30
3097	2176	51
3098	1834	77
3099	3013	35
3100	2391	4
3101	3078	1
3102	2994	36
3103	1802	65
3104	3051	52
3105	2736	75
3106	2722	49
3107	1908	23
3108	2948	50
3109	3120	22
3110	3114	9
3111	2912	42
3112	3016	49
3113	2296	9
3114	3259	2
3115	3222	26
3116	2670	23
3117	2293	61
3118	2767	53
3119	3565	73
3120	2945	23
3121	3256	38
3122	2958	56
3123	2681	8
3124	2847	31
3125	2008	70
3126	2221	15
3127	2259	35
3128	1910	6
3129	3413	59
3130	3498	65
3131	2692	31
3132	1918	68
3133	2529	62
3134	2864	8
3135	2944	21
3136	3457	58
3137	3128	61
3138	1987	48
3139	3690	26
3140	2005	68
3141	2121	20
3142	3167	21
3143	3284	72
3144	3581	22
3145	2286	57
3146	2646	54
3147	3530	36
3148	1892	52
3149	2765	36
3150	3668	17
3151	3472	71
3152	3165	19
3153	2584	1
3154	3678	54
3155	3120	23
3156	2495	5
3157	3226	65
3158	3099	5
3159	3539	70
3160	2115	21
3161	2579	67
3162	2543	16
3163	3085	60
3164	2514	16
3165	2857	28
3166	1776	67
3167	2618	23
3168	2905	11
3169	2127	18
3170	3168	53
3171	2161	70
3172	2530	53
3173	3171	34
3174	1924	32
3175	2876	56
3176	3377	51
3177	3547	44
3178	2344	53
3179	2945	33
3180	1777	33
3181	2589	52
3182	2761	59
3183	2578	61
3184	2463	2
3185	2131	9
3186	2159	29
3187	2086	36
3188	3290	63
3189	2968	21
3190	3006	7
3191	2408	43
3192	3346	38
3193	2081	27
3194	2440	38
3195	3283	20
3196	3376	65
3197	2084	22
3198	3639	35
3199	2716	29
3200	3396	7
3201	3667	63
3202	2531	3
3203	1838	65
3204	2171	4
3205	3027	15
3206	3191	21
3207	2896	2
3208	2245	19
3209	3241	12
3210	2334	14
3211	2083	67
3212	3279	49
3213	3525	12
3214	3156	24
3215	3624	22
3216	2713	22
3217	2530	22
3218	3479	59
3219	2115	64
3220	3329	64
3221	3486	49
3222	2985	13
3223	3532	77
3224	1902	9
3225	3675	60
3226	2478	20
3227	2669	62
3228	2173	49
3229	2496	12
3230	3046	66
3231	3211	30
3232	2064	9
3233	3456	68
3234	2152	56
3235	3403	72
3236	1842	25
3237	3642	76
3238	3402	41
3239	2330	33
3240	2175	7
3241	3110	10
3242	2984	19
3243	3109	54
3244	2521	15
3245	2214	73
3246	2278	6
3247	2581	56
3248	2046	17
3249	2004	42
3250	3258	27
3251	1868	35
3252	3189	75
3253	3338	21
3254	3660	9
3255	3364	2
3256	2625	60
3257	2718	78
3258	2273	59
3259	2947	64
3260	1817	63
3261	2841	20
3262	3338	48
3263	3620	24
3264	2829	31
3265	2704	14
3266	3350	5
3267	2894	61
3268	2824	21
3269	2633	10
3270	1908	46
3271	1910	6
3272	3116	33
3273	2759	51
3274	2070	12
3275	1915	77
3276	3597	39
3277	3165	15
3278	2758	59
3279	3671	63
3280	2618	16
3281	1953	54
3282	2701	44
3283	2886	27
3284	2525	21
3285	2584	22
3286	3415	34
3287	2989	69
3288	2764	47
3289	3547	57
3290	3391	32
3291	3398	69
3292	3630	73
3293	3019	72
3294	3023	60
3295	2926	63
3296	2367	25
3297	3565	39
3298	1905	27
3299	1998	72
3300	3195	14
3301	2570	17
3302	2263	55
3303	2360	71
3304	2482	32
3305	2454	26
3306	3613	19
3307	1905	29
3308	3321	39
3309	2620	61
3310	2541	7
3311	3495	14
3312	3679	18
3313	3120	3
3314	2849	19
3315	2371	17
3316	1976	26
3317	2209	71
3318	3335	43
3319	2545	55
3320	3131	27
3321	2001	10
3322	3544	3
3323	2831	13
3324	3676	45
3325	2146	34
3326	1969	10
3327	2917	46
3328	3470	42
3329	2440	3
3330	2616	21
3331	2585	62
3332	3209	58
3333	2957	64
3334	2733	24
3335	3080	7
3336	2127	77
3337	3419	1
3338	3215	12
3339	3599	32
3340	2739	25
3341	2461	65
3342	2125	51
3343	2691	54
3344	3345	11
3345	3398	43
3346	2565	35
3347	3316	31
3348	2265	46
3349	3309	47
3350	3515	4
3351	1947	43
3352	2625	26
3353	2010	42
3354	2772	56
3355	3005	39
3356	2899	19
3357	3481	15
3358	2989	36
3359	2776	7
3360	2292	25
3361	2061	27
3362	1859	73
3363	3498	18
3364	2634	27
3365	2559	19
3366	2964	47
3367	2017	2
3368	1864	61
3369	1769	19
3370	2730	77
3371	3229	54
3372	3102	21
3373	1809	75
3374	3363	60
3375	2053	8
3376	3644	63
3377	3490	12
3378	3608	76
3379	1793	45
3380	1845	17
3381	2617	43
3382	1944	24
3383	3003	21
3384	3102	39
3385	2808	69
3386	2111	65
3387	2253	55
3388	3069	76
3389	2349	11
3390	1940	36
3391	3274	60
3392	2626	47
3393	1818	22
3394	2593	60
3395	1938	75
3396	1837	49
3397	3573	13
3398	2410	28
3399	3485	7
3400	2199	2
3401	1893	10
3402	1935	55
3403	3027	1
3404	3209	67
3405	2752	44
3406	1847	51
3407	1919	58
3408	3522	74
3409	2938	61
3410	2441	18
3411	3162	66
3412	3291	1
3413	1871	43
3414	2323	43
3415	2307	74
3416	3446	35
3417	2162	46
3418	2994	40
3419	3425	57
3420	3617	19
3421	3341	59
3422	3104	55
3423	2534	42
3424	2287	77
3425	3459	11
3426	2572	10
3427	2322	20
3428	2124	47
3429	2350	30
3430	2222	20
3431	2897	66
3432	3130	5
3433	3457	74
3434	3428	50
3435	2018	68
3436	1988	32
3437	2706	10
3438	1994	10
3439	1912	13
3440	3135	4
3441	2188	20
3442	2155	15
3443	3516	72
3444	3167	29
3445	2495	30
3446	1991	59
3447	1770	4
3448	3685	31
3449	2505	10
3450	2971	52
3451	3505	40
3452	1992	53
3453	1852	35
3454	2305	25
3455	3597	49
3456	3470	56
3457	1961	29
3458	2508	47
3459	2911	45
3460	3286	46
3461	3553	56
3462	3656	4
3463	3625	6
3464	3504	9
3465	1937	60
3466	2075	73
3467	2486	59
3468	3255	17
3469	2516	51
3470	2077	64
3471	2703	31
3472	3478	51
3473	2468	4
3474	3558	61
3475	3506	14
3476	2606	57
3477	3376	3
3478	2862	76
3479	2252	54
3480	2147	63
3481	1933	74
3482	3212	63
3483	3049	1
3484	3392	53
3485	1771	5
3486	2625	14
3487	2880	69
3488	3063	72
3489	3255	49
3490	2202	13
3491	3570	34
3492	2294	39
3493	2817	41
3494	2389	74
3495	1878	62
3496	3405	12
3497	3689	20
3498	2206	9
3499	3041	49
3500	3596	40
3501	3352	34
3502	2622	15
3503	3381	35
3504	3035	32
3505	2285	29
3506	2779	12
3507	2272	65
3508	3346	19
3509	2603	11
3510	2621	37
3511	2294	43
3512	2471	39
3513	3676	12
3514	2643	28
3515	3184	17
3516	3469	34
3517	1807	9
3518	3376	46
3519	3546	62
3520	3204	19
3521	2708	41
3522	3373	31
3523	2054	6
3524	2369	60
3525	2941	35
3526	2810	73
3527	2154	35
3528	3599	5
3529	3119	41
3530	1817	41
3531	2224	26
3532	2610	15
3533	2241	24
3534	2286	18
3535	2080	33
3536	3305	21
3537	3285	14
3538	3076	70
3539	2836	73
3540	2976	63
3541	3334	52
3542	2570	54
3543	3174	57
3544	2441	56
3545	2719	47
3546	2549	16
3547	3238	24
3548	2430	8
3549	3221	22
3550	3193	28
3551	3417	1
3552	2012	26
3553	2752	1
3554	2218	43
3555	2141	43
3556	3310	47
3557	3423	21
3558	2856	46
3559	1851	15
3560	1848	1
3561	3406	15
3562	2033	54
3563	2029	10
3564	3006	22
3565	3111	54
3566	2254	73
3567	3275	68
3568	3207	3
3569	2689	16
3570	1891	33
3571	2425	8
3572	3333	23
3573	1825	38
3574	1914	72
3575	1854	31
3576	2408	75
3577	1805	35
3578	2173	56
3579	2297	75
3580	2331	68
3581	2112	12
3582	3106	37
3583	1804	7
3584	3076	24
3585	1860	19
3586	3482	70
3587	2576	15
3588	2498	42
3589	2850	45
3590	2412	26
3591	1840	55
3592	3182	36
3593	2237	7
3594	3546	78
3595	2708	15
3596	3381	36
3597	2880	77
3598	3100	20
3599	1938	41
3600	3108	20
3601	3515	5
3602	2761	77
3603	2097	59
3604	3575	67
3605	2057	77
3606	2833	55
3607	2360	24
3608	2364	74
3609	1831	37
3610	1801	44
3611	3663	16
3612	3520	78
3613	3212	66
3614	3113	66
3615	2085	42
3616	2494	13
